id,title,content,category,keywords
CS071,최단 경로 알고리즘,"최단 경로 알고리즘은 그래프에서 두 정점 간의 최단 경로를 찾는 알고리즘입니다. 다익스트라(Dijkstra) 알고리즘은 음이 아닌 가중치 그래프에서 한 정점에서 다른 모든 정점까지의 최단 경로를 찾습니다. 우선순위 큐를 사용하여 구현하면 시간 복잡도는 O(E log V)입니다. 벨만-포드(Bellman-Ford) 알고리즘은 음의 가중치가 있는 그래프에서도 최단 경로를 찾을 수 있으며, 음의 사이클도 감지할 수 있습니다. 시간 복잡도는 O(VE)입니다. 플로이드-워셜(Floyd-Warshall) 알고리즘은 모든 정점 쌍 간의 최단 경로를 계산하는 동적 프로그래밍 기반 알고리즘으로, 시간 복잡도는 O(V³)입니다. A* 알고리즘은 휴리스틱을 사용하여 목표 정점까지의 최단 경로를 더 효율적으로 찾는 알고리즘입니다. 존슨(Johnson) 알고리즘은 희소 그래프에서 모든 정점 쌍 간의 최단 경로를 찾는 데 효율적이며, 시간 복잡도는 O(V² log V + VE)입니다. 최단 경로 알고리즘은 네트워크 라우팅, 내비게이션 시스템, 게임 AI 등 다양한 응용 분야에서 활용됩니다.",자료구조,"최단 경로,다익스트라,벨만-포드,플로이드-워셜,A*"
CS072,균형 이진 탐색 트리,"균형 이진 탐색 트리는 트리의 높이를 최소화하여 O(log n) 시간 복잡도를 보장하는 이진 탐색 트리입니다. AVL 트리는 모든 노드에서 왼쪽과 오른쪽 서브트리의 높이 차이가 최대 1인 트리로, 회전 연산을 통해 균형을 유지합니다. 레드-블랙 트리는 각 노드에 색상(빨강 또는 검정)을 할당하고 특정 규칙을 따르는 트리로, 삽입과 삭제 연산에서 AVL 트리보다 재조정이 적습니다. 스플레이 트리는 접근한 노드를 루트로 이동시키는 스플레이 연산을 사용하여 자주 접근하는 노드에 빠르게 접근할 수 있게 합니다. 트립(Treap)은 이진 탐색 트리와 힙의 특성을 결합한 것으로, 각 노드에 우선순위를 무작위로 할당하여 확률적으로 균형을 유지합니다. 2-3 트리는 노드가 2개 또는 3개의 자식을 가질 수 있는 균형 트리이고, 2-3-4 트리는 노드가 2개, 3개 또는 4개의 자식을 가질 수 있습니다. 균형 트리는 데이터베이스 인덱싱, 정렬, 우선순위 큐 등에 활용됩니다.",자료구조,"균형 트리,AVL 트리,레드-블랙 트리,스플레이 트리,트립"
CS073,OSI 7계층 모델,"OSI(Open Systems Interconnection) 7계층 모델은 네트워크 통신을 7개의 추상화 계층으로 나눈 표준 모델입니다. 7계층(응용 계층)은 사용자와 가장 가까운 계층으로, 웹 브라우저, 이메일 등 최종 사용자 애플리케이션과 관련됩니다. 프로토콜로는 HTTP, FTP, SMTP, DNS 등이 있습니다. 6계층(표현 계층)은 데이터 형식 변환, 암호화, 압축을 담당하며, ASCII, JPEG, MPEG 등의 형식이 포함됩니다. 5계층(세션 계층)은 통신 세션 설정, 유지, 종료를 관리하고, SSLTLS, NetBIOS 등의 프로토콜이 있습니다. 4계층(전송 계층)은 종단 간 통신과 오류 복구를 처리하며, TCP, UDP가 대표적입니다. 3계층(네트워크 계층)은 패킷 라우팅과 논리 주소 지정을 담당하고, IP, ICMP, OSPF 등의 프로토콜이 있습니다. 2계층(데이터 링크 계층)은 물리적 주소 지정과 오류 감지를 담당하며, 이더넷, Wi-Fi, PPP 등의 프로토콜이 있습니다. 1계층(물리 계층)은 비트 전송과 하드웨어 매체를 다루며, 전기 신호, 케이블, 커넥터 등을 포함합니다.",네트워크,"OSI 모델,7계층,네트워크 계층,프로토콜,TCPIP"
CS074,IP 주소체계,"IP 주소는 네트워크 상의 장치를 식별하는 주소 체계입니다. IPv4는 32비트 주소로, 8비트씩 4개의 옥텟으로 표현됩니다(예: 192.168.1.1). 약 43억 개의 주소를 제공하지만 현재 고갈 상태입니다. IPv4 주소는 클래스 A(1-126), B(128-191), C(192-223), D(224-239), E(240-255)로 나뉘며, 각 클래스는 서로 다른 크기의 네트워크를 지원합니다. 서브넷 마스크는 IP 주소에서 네트워크 부분과 호스트 부분을 구분합니다. CIDR(Classless Inter-Domain Routing)은 가변 길이 서브넷 마스크를 사용하여 IP 주소 할당을 유연하게 합니다. 사설 IP 주소(10.0.0.08, 172.16.0.012, 192.168.0.016)는 내부 네트워크용으로 예약되어 있습니다. IPv6는 128비트 주소로, 16비트씩 8개의 그룹으로 표현됩니다(예: 2001:0db8:85a3:0000:0000:8a2e:0370:7334). IPv6는 거의 무한대의 주소 공간을 제공하고, 자동 구성, 보안 향상, 심플한 헤더 등의 장점이 있습니다. NAT(Network Address Translation)는 사설 IP 주소를 공인 IP 주소로 변환하여 IP 주소 부족 문제를 완화합니다.",네트워크,"IP 주소,IPv4,IPv6,CIDR,서브넷 마스크"
CS075,라우팅 프로토콜,"라우팅 프로토콜은 네트워크에서 데이터 패킷의 최적 경로를 결정하는 프로토콜입니다. 내부 게이트웨이 프로토콜(IGP)은 단일 자율 시스템 내에서 사용되고, 외부 게이트웨이 프로토콜(EGP)은 서로 다른 자율 시스템 간에 사용됩니다. 거리 벡터 라우팅 프로토콜은 목적지까지의 거리(홉 수 등)와 방향(다음 홉)을 기반으로 경로를 결정하며, RIP(Routing Information Protocol)이 대표적입니다. 링크 상태 라우팅 프로토콜은 전체 네트워크 토폴로지 정보를 유지하고 최단 경로 알고리즘을 사용하여 경로를 계산하며, OSPF(Open Shortest Path First)가 대표적입니다. 경로 벡터 라우팅 프로토콜은 목적지까지의 경로 정보를 유지하며, BGP(Border Gateway Protocol)가 인터넷의 기본 라우팅 프로토콜입니다. 정적 라우팅은 수동으로 설정된 고정 경로를 사용하고, 동적 라우팅은 네트워크 상황에 따라 자동으로 경로를 조정합니다. 라우팅 메트릭은 경로 선택에 사용되는 측정값으로, 홉 수, 대역폭, 지연 시간, 신뢰성 등이 있습니다.",네트워크,"라우팅,IGP,EGP,OSPF,BGP"
CS076,TCP와 UDP,"TCP(Transmission Control Protocol)와 UDP(User Datagram Protocol)는 전송 계층 프로토콜입니다. TCP는 연결 지향적 프로토콜로, 3-way 핸드셰이크를 통해 연결을 설정하고 4-way 핸드셰이크로 연결을 종료합니다. 신뢰성 있는 데이터 전송을 위해 확인응답, 순서 보장, 오류 검출, 흐름 제어, 혼잡 제어 등의 기능을 제공합니다. TCP 헤더는 소스 포트, 목적지 포트, 시퀀스 번호, 확인응답 번호, 제어 비트 등을 포함합니다. 슬라이딩 윈도우는 TCP의 흐름 제어 메커니즘으로, 수신자가 처리할 수 있는 데이터 양을 조절합니다. UDP는 비연결 지향적 프로토콜로, 최소한의 오버헤드로 데이터를 전송합니다. 신뢰성, 순서 보장, 흐름 제어 등의 기능이 없어 단순하고 빠르지만, 데이터 손실이나 순서 변경이 발생할 수 있습니다. UDP 헤더는 소스 포트, 목적지 포트, 길이, 체크섬만 포함하여 TCP보다 가볍습니다. TCP는 웹 브라우징, 이메일, 파일 전송 등 신뢰성이 중요한 서비스에 사용되고, UDP는 스트리밍 미디어, 온라인 게임, DNS 등 속도가 중요한 서비스에 적합합니다.",네트워크,"TCP,UDP,3-way 핸드셰이크,신뢰성,흐름 제어"
CS077,HTTP 프로토콜,"HTTP(Hypertext Transfer Protocol)는 웹 기반 애플리케이션의 기초가 되는 애플리케이션 계층 프로토콜입니다. 클라이언트-서버 모델을 기반으로 하며, 상태를 유지하지 않는(Stateless) 특성을 가집니다. HTTP1.0은 요청마다 새로운 연결을 설정하고, HTTP1.1은 지속 연결(Persistent Connection)과 파이프라이닝을 도입했습니다. HTTP2는 멀티플렉싱, 헤더 압축, 서버 푸시 등을 통해 성능을 개선했으며, HTTP3는 QUIC 프로토콜을 기반으로 하여 연결 설정 시간을 단축했습니다. 주요 메서드는 GET(리소스 요청), POST(데이터 제출), PUT(리소스 업데이트), DELETE(리소스 삭제), PATCH(부분 업데이트), HEAD(헤더만 요청), OPTIONS(지원 메서드 확인) 등이 있습니다. 상태 코드는 요청 처리 결과를 나타내며, 1xx(정보), 2xx(성공), 3xx(리다이렉션), 4xx(클라이언트 오류), 5xx(서버 오류)로 분류됩니다. 쿠키와 세션은 상태 관리를 위한 메커니즘이고, 캐싱은 성능 향상을 위해 클라이언트나 중간 서버에 데이터를 저장하는 기법입니다. HTTPS는 HTTP에 SSLTLS를 추가하여 보안을 강화한 프로토콜입니다.",네트워크,"HTTP,메서드,상태 코드,캐싱,HTTPS"
CS078,DNS,"DNS(Domain Name System)는 도메인 이름을 IP 주소로 변환하는 분산 데이터베이스 시스템입니다. 계층적 구조로, 루트 서버, 최상위 도메인(TLD) 서버, 권한 있는 이름 서버, 로컬 DNS 서버로 구성됩니다. 도메인 이름 공간은 점(.)으로 구분된 계층적 이름 구조를 가지며, 루트에서 왼쪽으로 갈수록 더 구체적인 이름이 됩니다(예: www.example.com). 레코드 유형으로는 A(IPv4 주소), AAAA(IPv6 주소), CNAME(정식 이름), MX(메일 교환기), NS(이름 서버), PTR(포인터), SOA(권한 시작), TXT(텍스트 정보) 등이 있습니다. DNS 확인 과정은 반복적 쿼리 또는 재귀적 쿼리를 통해 이루어지며, 캐싱을 통해 성능을 향상시킵니다. TTL(Time To Live)은 DNS 레코드가 캐시에 유지되는 시간을 지정합니다. DNS 캐싱 포이즈닝은 캐시에 잘못된 정보를 주입하는 공격이고, DNSSEC(DNS Security Extensions)는 DNS 데이터의 무결성과 인증을 제공하여 이러한 공격을 방지합니다. DNS 부하 분산은 하나의 도메인 이름에 여러 IP 주소를 연결하여 트래픽을 분산시키는 기술입니다.",네트워크,"DNS,도메인 이름,DNS 레코드,DNS 확인,DNSSEC"
CS079,네트워크 보안,"네트워크 보안은 네트워크와 데이터를 무단 접근, 오용, 수정, 거부로부터 보호하는 기술과 정책입니다. 방화벽은 정의된 규칙에 따라 트래픽을 필터링하며, 패킷 필터링, 스테이트풀 인스펙션, 애플리케이션 레벨 게이트웨이 등의 유형이 있습니다. 침입 탐지 시스템(IDS)은 네트워크나 시스템에 대한 악의적인 활동을 모니터링하고 탐지하며, 침입 방지 시스템(IPS)은 추가로 이러한 활동을 차단합니다. 가상 사설 네트워크(VPN)는 공용 네트워크를 통해 암호화된 터널을 생성하여 안전한 통신을 제공합니다. SSLTLS는 전송 레이어에서 암호화, 인증, 무결성을 제공하는 프로토콜입니다. 인증서는 공개 키와 신원 정보를 연결하여 인증을 제공하며, 인증 기관(CA)이 발급합니다. 네트워크 접근 제어(NAC)는 네트워크에 접근하는 장치의 보안 상태를 확인하고 정책을 적용합니다. 보안 취약점 스캐닝은 시스템의 알려진 취약점을 식별하고, 침투 테스트는 실제 공격을 시뮬레이션하여 보안 상태를 평가합니다. 사이버 위협으로는 DoS 공격, 중간자 공격, 피싱, 맬웨어, 랜섬웨어 등이 있습니다.",네트워크,"네트워크 보안,방화벽,IDSIPS,VPN,SSLTLS"
CS080,무선 네트워크,"무선 네트워크는 유선 케이블 대신 무선 신호를 사용하여 장치를 연결하는 네트워크입니다. Wi-Fi(IEEE 802.11)는 가장 일반적인 무선 LAN 기술로, 802.11a/b/g/n/ac/ax 등의 표준이 있습니다. 주파수 대역은 2.4GHz와 5GHz가 주로 사용되며, 각각 장단점이 있습니다. 무선 액세스 포인트(AP)는 무선 장치와 유선 네트워크 간의 연결을 제공하고, 채널은 무선 통신에 사용되는 주파수 범위입니다. SSID는 무선 네트워크의 이름이며, MAC 필터링은 특정 장치만 네트워크에 접속할 수 있도록 제한합니다. 무선 보안 프로토콜로는 WEP, WPA, WPA2, WPA3 등이 있습니다.",네트워크,"무선 네트워크,Wi-Fi,IEEE 802.11,액세스 포인트,WPA"
CS081,네트워크 토폴로지,"네트워크 토폴로지는 네트워크의 물리적 또는 논리적 배열 구조를 말합니다. 버스 토폴로지는 모든 장치가 중앙 케이블(버스)에 연결되는 구조로, 구현이 쉽지만 버스 장애 시 전체 네트워크가 마비됩니다. 스타 토폴로지는 모든 장치가 중앙 허브나 스위치에 연결되는 구조로, 관리가 용이하지만 중앙 장치 장애 시 전체 네트워크가 영향받습니다. 링 토폴로지는 각 장치가 양쪽의 두 장치와 연결되어 원형을 이루는 구조로, 토큰 패싱 방식을 사용하지만 한 노드 장애 시 전체 네트워크가 영향받습니다. 메시 토폴로지는 각 장치가 다른 모든 또는 일부 장치와 직접 연결되는 구조로, 높은 중복성과 신뢰성을 제공하지만 비용과 복잡성이 높습니다. 트리 토폴로지는 계층적 구조로, 확장성이 좋지만 루트 노드 장애 시 하위 네트워크가 분리됩니다.",네트워크,"네트워크 토폴로지,버스,스타,링,메시"
CS082,DHCP,"DHCP(Dynamic Host Configuration Protocol)는 네트워크 장치에 IP 주소와 기타 네트워크 구성 정보를 자동으로 할당하는 프로토콜입니다. DHCP의 주요 목적은 IP 주소 관리를 자동화하여 관리자의 부담을 줄이고 IP 충돌을 방지하는 것입니다. DHCP 작동 과정은 DORA(Discover, Offer, Request, Acknowledge) 과정으로 이루어집니다. 클라이언트는 DHCP Discover 메시지를 브로드캐스트하고, 서버는 DHCP Offer로 응답합니다. 클라이언트는 DHCP Request로 제안을 수락하고, 서버는 DHCP Acknowledge로 설정을 확정합니다. IP 주소는 일정 기간(DHCP Lease)동안 할당되며, 갱신하지 않으면 회수됩니다. DHCP 서버는 IP 주소 외에도 서브넷 마스크, 기본 게이트웨이, DNS 서버 주소 등의 정보를 제공합니다. DHCP 릴레이는 다른 네트워크의 DHCP 서버를 사용할 수 있게 해주는 기능입니다.",네트워크,"DHCP,IP 주소 할당,DORA,리스,릴레이"
CS083,로드 밸런싱,"로드 밸런싱은 다수의 서버나 네트워크 장치에 작업 부하를 분산하는 기술입니다. 주요 목적은 서비스의 가용성, 확장성, 신뢰성, 성능을 향상시키는 것입니다. 로드 밸런서는 클라이언트 요청을 받아 적절한 서버로 전달하는 장치로, 하드웨어 또는 소프트웨어로 구현할 수 있습니다. 로드 밸런싱 알고리즘으로는 라운드 로빈(요청을 순차적으로 분배), 최소 연결(가장 적은 연결을 가진 서버에 분배), 가중치 기반(서버 성능에 따라 가중치 부여), IP 해시(클라이언트 IP에 따라 같은 서버로 분배) 등이 있습니다. 로드 밸런싱은 OSI 모델의 L4(전송 계층) 또는 L7(응용 계층)에서 이루어질 수 있으며, L7 로드 밸런싱은 HTTP 헤더, 쿠키, URL 등을 기준으로 더 정교한 라우팅이 가능합니다. 세션 지속성은 같은 클라이언트의 연속된 요청이 같은 서버로 가도록 보장하는 기능입니다. 상태 검사(Health Check)는 서버의 가용성을 주기적으로 확인하여 장애 서버를 감지하고 트래픽 라우팅에서 제외합니다.",네트워크,"로드 밸런싱,로드 밸런서,라운드 로빈,L4/L7,상태 검사"
CS084,네트워크 가상화,"네트워크 가상화는 물리적 네트워크 자원을 논리적으로 분할하여 여러 가상 네트워크를 생성하는 기술입니다. 주요 목적은 네트워크 자원의 효율적인 활용, 유연성 증가, 관리 간소화입니다. VLAN(Virtual LAN)은 물리적 LAN을 여러 논리적 네트워크로 분할하여, 물리적 위치와 상관없이 장치들을 같은 브로드캐스트 도메인에 배치할 수 있습니다. VPN(Virtual Private Network)은 공용 네트워크를 통해 사설 네트워크 연결을 제공하며, 데이터 암호화로 보안을 유지합니다. SDN(Software-Defined Networking)은 제어 평면과 데이터 평면을 분리하여 프로그래밍 가능한 중앙화된 네트워크 제어를 가능하게 합니다. NFV(Network Functions Virtualization)는 라우터, 방화벽 등의 네트워크 기능을 가상화하여 특수 하드웨어 없이 표준 서버에서 실행할 수 있게 합니다. 오버레이 네트워크는 기존 네트워크 위에 가상 네트워크를 구축하여 다양한 네트워크 서비스를 제공합니다. 컨테이너 네트워킹은 컨테이너 간 통신을 관리하며, Kubernetes의 CNI(Container Network Interface)가 대표적입니다.",네트워크,"네트워크 가상화,VLAN,SDN,NFV,오버레이 네트워크"
CS085,CDN,"CDN(Content Delivery Network)은 지리적으로 분산된 서버 네트워크를 통해 사용자에게 더 빠르고 안정적으로 콘텐츠를 전달하는 시스템입니다. 주요 목적은 웹사이트 로딩 속도 향상, 대역폭 비용 절감, 콘텐츠 가용성 증가, DDoS 공격 완화입니다. 콘텐츠는 원본 서버에서 전 세계에 분산된 에지 서버(PoP, Points of Presence)로 캐싱되어 사용자 요청 시 가장 가까운 에지 서버에서 제공됩니다. 정적 콘텐츠(이미지, CSS, JavaScript 파일 등)는 물론, 동적 콘텐츠, 라이브 스트리밍, 대용량 파일 다운로드 등도 CDN을 통해 제공할 수 있습니다. 콘텐츠 캐싱은 TTL(Time To Live)을 기반으로 관리되며, 콘텐츠 무효화(Purge)를 통해 캐시된 콘텐츠를 강제로 갱신할 수 있습니다. 지오 라우팅(Geo Routing)은 사용자의 지리적 위치에 따라 가장 가까운 에지 서버로 라우팅하는 기술입니다. 주요 CDN 제공업체로는 Akamai, Cloudflare, Amazon CloudFront, Google Cloud CDN 등이 있습니다.",네트워크,"CDN,콘텐츠 전송,에지 서버,캐싱,지오 라우팅"
CS086,웹소켓,"웹소켓(WebSocket)은 클라이언트와 서버 간 양방향 통신을 제공하는 프로토콜입니다. HTTP와 달리 연결을 유지하여 실시간 데이터 교환이 가능합니다. 웹소켓 연결은 HTTP 핸드셰이크로 시작되며, 'Upgrade' 헤더를 사용하여 프로토콜을 전환합니다. 연결이 설정되면 양쪽에서 언제든지 데이터를 전송할 수 있으며, 메시지는 텍스트 또는 이진 형식으로 전송됩니다. 웹소켓은 실시간 애플리케이션(채팅, 게임, 실시간 대시보드, 협업 도구 등)에 적합합니다. 웹소켓 API는 대부분의 현대 웹 브라우저에서 지원되며, 서버 측에서는 Socket.IO, ws, WebSocket-Node 등의 라이브러리를 사용해 구현할 수 있습니다. STOMP(Simple Text Oriented Messaging Protocol)는 웹소켓 위에서 동작하는 메시징 프로토콜로, 발행/구독 패턴을 구현하는데 사용됩니다. 웹소켓은 HTTP 기반 통신(Ajax, 폴링)에 비해 오버헤드가 적고 지연 시간이 짧지만, 방화벽이나 프록시가 웹소켓 트래픽을 차단할 수 있어 폴백 메커니즘이 필요할 수 있습니다.",네트워크,"웹소켓,양방향 통신,실시간,핸드셰이크,Socket.IO"
CS087,마이크로서비스 네트워킹,"마이크로서비스 네트워킹은 마이크로서비스 아키텍처에서 서비스 간 통신을 관리하는 방법입니다. 마이크로서비스는 작고 독립적인 서비스로 애플리케이션을 구성하는 아키텍처 스타일로, 각 서비스는 API를 통해 통신합니다. 서비스 간 통신 패턴으로는 동기식 통신(REST, gRPC)과 비동기식 통신(메시지 큐, 이벤트 기반)이 있습니다. 서비스 디스커버리는 동적 환경에서 서비스의 위치(IP, 포트)를 찾는 메커니즘으로, Netflix Eureka, Consul, etcd 등이 사용됩니다. API 게이트웨이는 클라이언트 요청을 적절한 서비스로 라우팅하고, 인증, 로깅, 속도 제한 등의 공통 기능을 제공합니다. 서킷 브레이커 패턴은 서비스 장애 시 연쇄 실패를 방지하며, Netflix Hystrix가 대표적입니다. 서비스 메시는 서비스 간 통신을 관리하는 인프라 레이어로, Istio, Linkerd 등이 있습니다. 클라이언트 측 로드 밸런싱은 클라이언트가 직접 여러 서버 인스턴스 중 하나를 선택하는 방식입니다. 보안 측면에서는 mTLS(mutual TLS)를 사용한 서비스 인증과 암호화가 중요합니다.",네트워크,"마이크로서비스,서비스 디스커버리,API 게이트웨이,서킷 브레이커,서비스 메시"
CS088,NAT,"NAT(Network Address Translation)는 사설 IP 주소를 공인 IP 주소로 변환하는 기술입니다. 주요 목적은 IPv4 주소 고갈 문제 해결, 내부 네트워크 보안 강화, 인터넷 접속 공유입니다. 기본 NAT는 내부 호스트의 IP 주소만 변환하고, NAPT(Network Address Port Translation) 또는 PAT(Port Address Translation)는 IP 주소와 함께 포트 번호도 변환하여 여러 내부 호스트가 하나의 공인 IP를 공유할 수 있게 합니다. 정적 NAT는 내부 IP와 외부 IP가 1:1로 매핑되고, 동적 NAT는 내부 IP가 공인 IP 풀에서 동적으로 할당됩니다. NAT 작동 원리는 변환 테이블을 유지하며, 나가는 패킷의 소스 주소/포트를 변환하고, 들어오는 패킷의 목적지 주소/포트를 원래 내부 주소/포트로 복원합니다. NAT는 P2P 통신, 일부 VPN 연결, FTP, SIP 등 특정 프로토콜에 문제를 일으킬 수 있으며, 이를 해결하기 위해 NAT 트래버설 기술(STUN, TURN, ICE 등)이 사용됩니다. NAT와 방화벽은 다른 기능이지만, 많은 NAT 구현이 방화벽 기능을 포함합니다.",네트워크,"NAT,IP 변환,NAPT,NAT 트래버설,사설 IP"
CS089,SDN과 NFV,"SDN(Software-Defined Networking)과 NFV(Network Functions Virtualization)는 네트워크 인프라를 소프트웨어로 정의하고 가상화하는 기술입니다. SDN은 네트워크의 제어 평면과 데이터 평면을 분리하여 중앙화된 네트워크 제어를 가능하게 합니다. SDN 아키텍처는 애플리케이션 레이어, 컨트롤 레이어, 인프라 레이어로 구성되며, 컨트롤러는 전체 네트워크를 프로그래밍 방식으로 제어합니다. OpenFlow는 SDN의 주요 프로토콜로, 컨트롤러와 네트워크 장치 간 통신 표준을 정의합니다. NFV는 라우터, 방화벽, 로드 밸런서 등의 네트워크 기능을 특수 하드웨어 대신 표준 서버에서 가상화하여 실행합니다. NFV 아키텍처는 VNF(Virtual Network Functions), NFVI(NFV Infrastructure), MANO(Management and Orchestration)로 구성됩니다. SDN과 NFV는 별개지만 상호 보완적인 기술로, 함께 사용하면 더 유연하고 자동화된 네트워크 인프라를 구축할 수 있습니다. 주요 이점으로는 비용 절감, 유연성 증가, 인프라 관리 간소화, 서비스 출시 시간 단축 등이 있습니다.",네트워크,"SDN,NFV,OpenFlow,VNF,네트워크 가상화"
CS090,ACID 속성,"ACID는 데이터베이스 트랜잭션의 네 가지 주요 속성을 나타내는 약어로, 데이터 무결성을 보장합니다. 원자성(Atomicity)은 트랜잭션의 모든 연산이 전부 실행되거나 전혀 실행되지 않아야 함을 의미합니다. 트랜잭션 중 오류가 발생하면 모든 연산이 롤백됩니다. 일관성(Consistency)은 트랜잭션 실행 전후로 데이터베이스가 일관된 상태를 유지해야 함을 의미합니다. 모든 무결성 제약조건이 만족되어야 합니다. 격리성(Isolation)은 동시에 실행되는 트랜잭션이 서로 영향을 미치지 않도록 격리되어야 함을 의미합니다. 다양한 격리 수준(READ UNCOMMITTED, READ COMMITTED, REPEATABLE READ, SERIALIZABLE)이 있으며, 격리 수준이 높을수록 일관성은 향상되지만 성능은 저하됩니다. 지속성(Durability)은 성공적으로 완료된 트랜잭션의 결과가 시스템 장애가 발생하더라도 영구적으로 보존되어야 함을 의미합니다. 이를 위해 데이터베이스는 WAL(Write-Ahead Logging), 체크포인트 등의 기법을 사용합니다. ACID 속성은 주로 관계형 데이터베이스에서 강조되며, NoSQL 데이터베이스는 일부 ACID 속성을 완화하여 성능과 확장성을 향상시킵니다.",데이터베이스,"ACID,트랜잭션,원자성,일관성,격리성"
CS091,데이터베이스 정규화,"데이터베이스 정규화는 관계형 데이터베이스의 설계를 개선하고 데이터 중복을 최소화하는 프로세스입니다. 주요 목적은 데이터 중복 제거, 데이터 일관성 향상, 데이터 무결성 보장입니다. 정규화는 여러 단계(정규형)로 이루어지며, 각 단계는 특정 이상(anomaly) 현상을 제거합니다. 제1정규형(1NF)은 테이블의 각 셀이 원자적(atomic) 값만 포함하도록 합니다. 제2정규형(2NF)은 1NF를 만족하고, 부분 함수적 종속성을 제거합니다(비주요 속성이 기본 키의 일부에만 종속되지 않아야 함). 제3정규형(3NF)은 2NF를 만족하고, 이행적 함수적 종속성을 제거합니다(비주요 속성이 다른 비주요 속성에 종속되지 않아야 함). BCNF(Boyce-Codd 정규형)는 3NF를 강화한 형태로, 모든 결정자가 후보 키여야 합니다. 제4정규형(4NF)은 BCNF를 만족하고, 다치 종속성을 제거합니다. 제5정규형(5NF)은 4NF를 만족하고, 조인 종속성을 제거합니다. 정규화는 데이터 일관성을 향상시키지만, 조인 연산이 증가하여 성능이 저하될 수 있습니다. 따라서 실제 응용에서는 데이터 일관성과 성능 요구사항을 고려하여 적절한 수준의 정규화를 적용합니다.",데이터베이스,"정규화,정규형,함수적 종속성,이상 현상,BCNF"
CS092,인덱싱,"인덱싱은 데이터베이스에서 검색 속도를 향상시키기 위해 데이터 구조를 생성하는 기술입니다. 인덱스는 도서의 색인과 유사하게, 특정 열(또는 열들)의 값과 해당 레코드의 위치 정보를 저장합니다. 인덱스가 없으면 테이블 전체를 스캔해야 하지만(Full Table Scan), 인덱스를 사용하면 더 빠르게 원하는 레코드를 찾을 수 있습니다. 주요 인덱스 유형으로는 B-Tree 인덱스(가장 일반적, 범위 검색에 효율적), 해시 인덱스(등호 검색에는 빠르지만 범위 검색에는 비효율적), 비트맵 인덱스(카디널리티가 낮은 열에 효율적), 전문(Full-text) 인덱스(텍스트 검색용) 등이 있습니다. 클러스터형 인덱스는 테이블 데이터의 물리적 순서를 결정하며, 테이블당 하나만 가질 수 있습니다. 비클러스터형 인덱스는 데이터와 별도로 저장되며, 여러 개를 생성할 수 있습니다. 복합 인덱스는 두 개 이상의 열을 포함하며, 컬럼 순서가 중요합니다. 인덱스는 검색 성능을 향상시키지만, 삽입/수정/삭제 작업이 느려지고 추가 저장 공간이 필요하다는 단점이 있습니다. 따라서 자주 조회되지만 변경이 적은 열에 인덱스를 생성하는 것이 좋습니다.",데이터베이스,"인덱스,B-Tree,해시 인덱스,클러스터형 인덱스,복합 인덱스"
CS093,NoSQL 데이터베이스,"NoSQL(Not Only SQL) 데이터베이스는 전통적인 관계형 데이터베이스와 다른 접근 방식을 취하는 데이터베이스 시스템입니다. 주요 특징으로는 스키마 없는(schemaless) 설계, 수평적 확장성, 유연한 데이터 모델, CAP 이론에 따른 일관성, 가용성, 분산 내성 간의 트레이드오프가 있습니다. NoSQL 데이터베이스는 크게 네 가지 유형으로 분류됩니다. 문서형 데이터베이스(MongoDB, CouchDB)는 JSON과 같은 문서 형식으로 데이터를 저장하며, 복잡한 계층 구조를 표현하기에 적합합니다. 키-값 데이터베이스(Redis, DynamoDB)는 고유 키에 값을 매핑하는 단순한 구조로, 빠른 읽기/쓰기 성능을 제공합니다. 컬럼 기반 데이터베이스(Cassandra, HBase)는 데이터를 열 단위로 저장하며, 분산 환경에서 대규모 데이터 처리에 적합합니다. 그래프 데이터베이스(Neo4j, OrientDB)는 노드와 관계를 통해 데이터를 그래프 구조로 저장하며, 복잡한 관계를 표현하고 탐색하는 데 효율적입니다. NoSQL 데이터베이스는 대용량 데이터, 고가용성, 빠른 개발 주기가 요구되는 빅데이터, 실시간 웹 애플리케이션, IoT, 소셜 네트워크 등에 적합합니다. 그러나 ACID 트랜잭션 지원이 제한적이고, 표준 쿼리 언어가 없으며, 데이터 일관성이 약할 수 있다는 단점이 있습니다.",데이터베이스,"NoSQL,문서형 DB,키-값 DB,컬럼 기반 DB,그래프 DB"
